NAME,DATE,COUNTRY,ACCURACY,STRAIN,SOURCE,ACCESSION,STUDY ACCESSION,SANGER LANE,PMID,LATITUDE,LONGITUDE
46,2010,Zambia:Lusaka,4,46,Blood,ERR594549,ERP006876,NA,25392358,-15.3875259,28.3228165
31,2010,Zambia:Lusaka,4,31,Blood,ERR594544,ERP006876,NA,25392358,-15.3875259,28.3228165
42,2010,Zambia:Lusaka,4,42,Blood,ERR594548,ERP006876,NA,25392358,-15.3875259,28.3228165
35,2010,Zambia:Lusaka,4,35,Blood,ERR594546,ERP006876,NA,25392358,-15.3875259,28.3228165
34,2010,Zambia:Lusaka,4,34,Blood,ERR594545,ERP006876,NA,25392358,-15.3875259,28.3228165
53,2010,Zambia:Lusaka,4,53,Blood,ERR594551,ERP006876,NA,25392358,-15.3875259,28.3228165
70,2011,Zambia:Lusaka,4,70,Blood,ERR594553,ERP006876,NA,25392358,-15.3875259,28.3228165
71,2011,Zambia:Lusaka,4,71,Blood,ERR594554,ERP006876,NA,25392358,-15.3875259,28.3228165
1341,2012,Zambia:Lusaka,4,1341,Stool,ERR594557,ERP006876,NA,25392358,-15.3875259,28.3228165
12,2010,Zambia:Lusaka,4,12,Blood,ERR594556,ERP006876,NA,25392358,-15.3875259,28.3228165
1012,2010,Zambia:Lusaka,4,1012,Blood,ERR594555,ERP006876,NA,25392358,-15.3875259,28.3228165
225,2012,Zambia:Lusaka,4,225,Blood,ERR594558,ERP006876,NA,25392358,-15.3875259,28.3228165
279,2012,Zambia:Lusaka,4,279,Stool,ERR594560,ERP006876,NA,25392358,-15.3875259,28.3228165
361,2012,Zambia:Lusaka,4,361,Blood,ERR594561,ERP006876,NA,25392358,-15.3875259,28.3228165
6,2011,Zambia:Lusaka,4,6,Blood,ERR594542,ERP006876,NA,25392358,-15.3875259,28.3228165
674,2012,Zambia:Lusaka,4,674,Stool,ERR594562,ERP006876,NA,25392358,-15.3875259,28.3228165
748,2011,Zambia:Lusaka,4,748,Blood,ERR594564,ERP006876,NA,25392358,-15.3875259,28.3228165
739,2012,Zambia:Lusaka,4,739,Stool,ERR594563,ERP006876,NA,25392358,-15.3875259,28.3228165
911,2012,Zambia:Lusaka,4,911,Stool,ERR594565,ERP006876,NA,25392358,-15.3875259,28.3228165
54,2010,Zambia:Lusaka,4,54,Blood,ERR594552,ERP006876,NA,25392358,-15.3875259,28.3228165
36,2010,Zambia:Lusaka,4,36,Blood,ERR594547,ERP006876,NA,25392358,-15.3875259,28.3228165
8,2010,Zambia:Lusaka,4,8,Blood,ERR594543,ERP006876,NA,25392358,-15.3875259,28.3228165
1107-3567,2007,Norway_travel_Philippines,1,1107-3567,Unknown,ERR578473,ERP006639,NA,25428145,60.472024,8.468946
TY5359,2007,Netherlands_travel_Philippines,1,TY5359,Unknown,ERR578472,ERP006639,NA,25428145,52.132633,5.291266
7468_7_50_Tan_Zan_IB5336_2009,2009,Tanzania,1,IB5336,Blood,ERR108649,ERP001718,7468_7#50,25961941,-6.369028,34.888822
7468_7_53_Tan_Zan_IB5339_2009,2009,Tanzania,1,IB5339,Blood,ERR108652,ERP001718,7468_7#53,25961941,-6.369028,34.888822
7468_7_49_Tan_Zan_IB5335_2009,2009,Tanzania,1,IB5335,Blood,ERR108648,ERP001718,7468_7#49,25961941,-6.369028,34.888822
7468_7_54_Tan_Zan_IB5340_2009,2009,Tanzania,1,IB5340,Blood,ERR108653,ERP001718,7468_7#54,25961941,-6.369028,34.888822
7468_7_55_Tan_Zan_IB5341_2009,2009,Tanzania,1,IB5341,Blood,ERR108654,ERP001718,7468_7#55,25961941,-6.369028,34.888822
7468_7_56_Tan_Zan_IB5342_2009,2009,Tanzania,1,IB5342,Blood,ERR108655,ERP001718,7468_7#56,25961941,-6.369028,34.888822
7468_7_61_Tan_Zan_IB5348_2009,2009,Tanzania,1,IB5348,Blood,ERR108660,ERP001718,7468_7#61,25961941,-6.369028,34.888822
7468_7_57_Tan_Zan_IB5343_2009,2009,Tanzania,1,IB5343,Blood,ERR108656,ERP001718,7468_7#57,25961941,-6.369028,34.888822
7468_7_59_Tan_Zan_IB5345_2009,2009,Tanzania,1,IB5345,Blood,ERR108658,ERP001718,7468_7#59,25961941,-6.369028,34.888822
7468_7_60_Tan_Zan_IB5347_2009,2009,Tanzania,1,IB5347,Blood,ERR108659,ERP001718,7468_7#60,25961941,-6.369028,34.888822
7468_7_64_Tan_Zan_IB5351_2010,2010,Tanzania,1,IB5351,Blood,ERR108663,ERP001718,7468_7#64,25961941,-6.369028,34.888822
7468_7_66_Tan_Zan_IB5353_2010,2010,Tanzania,1,IB5353,Blood,ERR108665,ERP001718,7468_7#66,25961941,-6.369028,34.888822
7468_7_65_Tan_Zan_IB5352_2010,2010,Tanzania,1,IB5352,Blood,ERR108664,ERP001718,7468_7#65,25961941,-6.369028,34.888822
7468_7_67_Tan_Zan_IB5354_2010,2010,Tanzania,1,IB5354,Blood,ERR108666,ERP001718,7468_7#67,25961941,-6.369028,34.888822
7468_7_68_Tan_Zan_IB5355_2010,2010,Tanzania,1,IB5355,Blood,ERR108667,ERP001718,7468_7#68,25961941,-6.369028,34.888822
7468_7_70_Tan_Zan_IB5357_2010,2010,Tanzania,1,IB5357,Blood,ERR108669,ERP001718,7468_7#70,25961941,-6.369028,34.888822
7468_7_71_Tan_Zan_IB5358_2010,2010,Tanzania,1,IB5358,Blood,ERR108670,ERP001718,7468_7#71,25961941,-6.369028,34.888822
7468_7_69_Tan_Zan_IB5356_2010,2010,Tanzania,1,IB5356,Blood,ERR108668,ERP001718,7468_7#69,25961941,-6.369028,34.888822
7468_7_73_Tan_Zan_IB5360_2009,2009,Tanzania,1,IB5360,Blood,ERR108672,ERP001718,7468_7#73,25961941,-6.369028,34.888822
7468_7_77_Tan_Zan_IB5366_2009,2009,Tanzania,1,IB5366,Blood,ERR108676,ERP001718,7468_7#77,25961941,-6.369028,34.888822
7468_7_72_Tan_Zan_IB5359_2010,2010,Tanzania,1,IB5359,Blood,ERR108671,ERP001718,7468_7#72,25961941,-6.369028,34.888822
7468_7_78_Tan_Zan_IB5367_2009,2009,Tanzania,1,IB5367,Blood,ERR108677,ERP001718,7468_7#78,25961941,-6.369028,34.888822
7468_7_79_Tan_Zan_IB5368_2009,2009,Tanzania,1,IB5368,Blood,ERR108678,ERP001718,7468_7#79,25961941,-6.369028,34.888822
7468_7_80_Tan_Zan_IB5369_2009,2009,Tanzania,1,IB5369,Blood,ERR108679,ERP001718,7468_7#80,25961941,-6.369028,34.888822
7468_7_82_Tan_Zan_IB5371_2010,2010,Tanzania,1,IB5371,Blood,ERR108681,ERP001718,7468_7#82,25961941,-6.369028,34.888822
7468_7_81_Tan_Zan_IB5370_2010,2010,Tanzania,1,IB5370,Blood,ERR108680,ERP001718,7468_7#81,25961941,-6.369028,34.888822
7468_7_86_Tan_Zan_IB5375_2010,2010,Tanzania,1,IB5375,Blood,ERR108685,ERP001718,7468_7#86,25961941,-6.369028,34.888822
7468_7_85_Tan_Zan_IB5374_2010,2010,Tanzania,1,IB5374,Blood,ERR108684,ERP001718,7468_7#85,25961941,-6.369028,34.888822
7468_7_87_Tan_Zan_IB5376_2010,2010,Tanzania,1,IB5376,Blood,ERR108686,ERP001718,7468_7#87,25961941,-6.369028,34.888822
7468_7_89_Tan_Zan_IB5379_2010,2010,Tanzania,1,IB5379,Blood,ERR108688,ERP001718,7468_7#89,25961941,-6.369028,34.888822
7468_7_90_Tan_Zan_IB5380_2010,2010,Tanzania,1,IB5380,Blood,ERR108689,ERP001718,7468_7#90,25961941,-6.369028,34.888822
7468_7_88_Tan_Zan_IB5378_2010,2010,Tanzania,1,IB5378,Blood,ERR108687,ERP001718,7468_7#88,25961941,-6.369028,34.888822
7468_7_91_Tan_Zan_IB5381_2010,2010,Tanzania,1,IB5381,Blood,ERR108690,ERP001718,7468_7#91,25961941,-6.369028,34.888822
7468_7_92_Tan_Zan_IB5382_2010,2010,Tanzania,1,IB5382,Blood,ERR108691,ERP001718,7468_7#92,25961941,-6.369028,34.888822
7468_7_93_Tan_Zan_IB5383_2009,2009,Tanzania,1,IB5383,Blood,ERR108692,ERP001718,7468_7#93,25961941,-6.369028,34.888822
7468_7_94_Tan_Zan_IB5384_2009,2009,Tanzania,1,IB5384,Blood,ERR108693,ERP001718,7468_7#94,25961941,-6.369028,34.888822
7468_7_95_Tan_Zan_IB5385_2010,2010,Tanzania,1,IB5385,Blood,ERR108694,ERP001718,7468_7#95,25961941,-6.369028,34.888822
8447_8_2_FijMDUST74_2008,2008,Fiji,1,MDUST74,Unknown,ERR204245,ERP001718,8447_8#2,25961941,-17.713371,178.065032
8447_8_3_FijMDUST75_2008,2008,Fiji,1,MDUST75,Unknown,ERR204246,ERP001718,8447_8#3,25961941,-17.713371,178.065032
8447_8_5_FijMDUST77_2008,2008,Fiji,1,MDUST77,Unknown,ERR204248,ERP001718,8447_8#5,25961941,-17.713371,178.065032
8447_8_4_FijMDUST76_2008,2008,Fiji,1,MDUST76,Unknown,ERR204247,ERP001718,8447_8#4,25961941,-17.713371,178.065032
8447_8_7_FijMDUST79_2008,2008,Fiji,1,MDUST79,Unknown,ERR204250,ERP001718,8447_8#7,25961941,-17.713371,178.065032
8447_8_6_FijMDUST78_2008,2008,Fiji,1,MDUST78,Unknown,ERR204249,ERP001718,8447_8#6,25961941,-17.713371,178.065032
8447_8_1_FijMDUST73_2008,2008,Fiji,1,MDUST73,Unknown,ERR204244,ERP001718,8447_8#1,25961941,-17.713371,178.065032
8447_8_11_FijMDUST83_2008,2008,Fiji,1,MDUST83,Unknown,ERR204254,ERP001718,8447_8#11,25961941,-17.713371,178.065032
8447_8_8_FijMDUST80_2008,2008,Fiji,1,MDUST80,Unknown,ERR204251,ERP001718,8447_8#8,25961941,-17.713371,178.065032
8447_8_9_FijMDUST81_2008,2008,Fiji,1,MDUST81,Unknown,ERR204252,ERP001718,8447_8#9,25961941,-17.713371,178.065032
8447_8_10_FijMDUST82_2008,2008,Fiji,1,MDUST82,Unknown,ERR204253,ERP001718,8447_8#10,25961941,-17.713371,178.065032
8447_8_12_FijMDUST84_2008,2008,Fiji,1,MDUST84,Unknown,ERR204255,ERP001718,8447_8#12,25961941,-17.713371,178.065032
8447_8_15_FijMDUST87_2008,2008,Fiji,1,MDUST87,Unknown,ERR204258,ERP001718,8447_8#15,25961941,-17.713371,178.065032
8447_8_14_FijMDUST86_2008,2008,Fiji,1,MDUST86,Unknown,ERR204257,ERP001718,8447_8#14,25961941,-17.713371,178.065032
8447_8_13_FijMDUST85_2008,2008,Fiji,1,MDUST85,Unknown,ERR204256,ERP001718,8447_8#13,25961941,-17.713371,178.065032
8447_8_16_FijMDUST88_2008,2008,Fiji,1,MDUST88,Unknown,ERR204259,ERP001718,8447_8#16,25961941,-17.713371,178.065032
8447_8_17_FijMDUST89_2008,2008,Fiji,1,MDUST89,Unknown,ERR204260,ERP001718,8447_8#17,25961941,-17.713371,178.065032
8447_8_18_FijMDUST90_2008,2008,Fiji,1,MDUST90,Unknown,ERR204261,ERP001718,8447_8#18,25961941,-17.713371,178.065032
8447_8_20_FijMDUST92_2008,2008,Fiji,1,MDUST92,Unknown,ERR204263,ERP001718,8447_8#20,25961941,-17.713371,178.065032
8447_8_22_FijMDUST94_2008,2008,Fiji,1,MDUST94,Unknown,ERR204265,ERP001718,8447_8#22,25961941,-17.713371,178.065032
8447_8_19_FijMDUST91_2008,2008,Fiji,1,MDUST91,Unknown,ERR204262,ERP001718,8447_8#19,25961941,-17.713371,178.065032
8447_8_21_FijMDUST93_2008,2008,Fiji,1,MDUST93,Unknown,ERR204264,ERP001718,8447_8#21,25961941,-17.713371,178.065032
8447_8_23_FijMDUST95_2008,2008,Fiji,1,MDUST95,Unknown,ERR204266,ERP001718,8447_8#23,25961941,-17.713371,178.065032
8447_8_24_FijMDUST96_2008,2008,Fiji,1,MDUST96,Unknown,ERR204267,ERP001718,8447_8#24,25961941,-17.713371,178.065032
8447_8_26_FijMDUST98_2008,2008,Fiji,1,MDUST98,Unknown,ERR204269,ERP001718,8447_8#26,25961941,-17.713371,178.065032
8447_8_28_FijMDUST100_2008,2008,Fiji,1,MDUST100,Unknown,ERR204271,ERP001718,8447_8#28,25961941,-17.713371,178.065032
8447_8_27_FijMDUST99_2008,2008,Fiji,1,MDUST99,Unknown,ERR204270,ERP001718,8447_8#27,25961941,-17.713371,178.065032
8447_8_30_FijMDUST102_2008,2008,Fiji,1,MDUST102,Unknown,ERR204273,ERP001718,8447_8#30,25961941,-17.713371,178.065032
8447_8_32_FijMDUST104_2008,2008,Fiji,1,MDUST104,Unknown,ERR204275,ERP001718,8447_8#32,25961941,-17.713371,178.065032
8447_8_29_FijMDUST101_2008,2008,Fiji,1,MDUST101,Unknown,ERR204272,ERP001718,8447_8#29,25961941,-17.713371,178.065032
8490_5_1_FijMDUST1_2011,2011,Fiji,1,MDUST1,Unknown,ERR213219,ERP001718,8490_5#1,25961941,-17.713371,178.065032
8447_8_31_FijMDUST103_2008,2008,Fiji,1,MDUST103,Unknown,ERR204274,ERP001718,8447_8#31,25961941,-17.713371,178.065032
8490_5_3_FijMDUST3_2011,2011,Fiji,1,MDUST3,Unknown,ERR213221,ERP001718,8490_5#3,25961941,-17.713371,178.065032
8447_8_33_FijMDUST105_2008,2008,Fiji,1,MDUST105,Unknown,ERR204276,ERP001718,8447_8#33,25961941,-17.713371,178.065032
8490_5_2_FijMDUST2_2011,2011,Fiji,1,MDUST2,Unknown,ERR213220,ERP001718,8490_5#2,25961941,-17.713371,178.065032
8490_5_5_FijMDUST5_2011,2011,Fiji,1,MDUST5,Unknown,ERR213223,ERP001718,8490_5#5,25961941,-17.713371,178.065032
8490_5_4_FijMDUST4_2011,2011,Fiji,1,MDUST4,Unknown,ERR213222,ERP001718,8490_5#4,25961941,-17.713371,178.065032
8490_5_6_FijMDUST6_2011,2011,Fiji,1,MDUST6,Unknown,ERR213224,ERP001718,8490_5#6,25961941,-17.713371,178.065032
8490_5_7_FijMDUST7_2011,2011,Fiji,1,MDUST7,Unknown,ERR213225,ERP001718,8490_5#7,25961941,-17.713371,178.065032
8490_5_10_FijMDUST10_2011,2011,Fiji,1,MDUST10,Unknown,ERR213228,ERP001718,8490_5#10,25961941,-17.713371,178.065032
8490_5_8_FijMDUST8_2011,2011,Fiji,1,MDUST8,Unknown,ERR213226,ERP001718,8490_5#8,25961941,-17.713371,178.065032
8490_5_9_FijMDUST9_2011,2011,Fiji,1,MDUST9,Unknown,ERR213227,ERP001718,8490_5#9,25961941,-17.713371,178.065032
8490_5_13_FijMDUST13_2011,2011,Fiji,1,MDUST13,Unknown,ERR213231,ERP001718,8490_5#13,25961941,-17.713371,178.065032
8490_5_12_FijMDUST12_2011,2011,Fiji,1,MDUST12,Unknown,ERR213230,ERP001718,8490_5#12,25961941,-17.713371,178.065032
8490_5_11_FijMDUST11_2011,2011,Fiji,1,MDUST11,Unknown,ERR213229,ERP001718,8490_5#11,25961941,-17.713371,178.065032
8490_5_14_FijMDUST14_2011,2011,Fiji,1,MDUST14,Unknown,ERR213232,ERP001718,8490_5#14,25961941,-17.713371,178.065032
8490_5_16_FijMDUST16_2011,2011,Fiji,1,MDUST16,Unknown,ERR213234,ERP001718,8490_5#16,25961941,-17.713371,178.065032
8490_5_15_FijMDUST15_2011,2011,Fiji,1,MDUST15,Unknown,ERR213233,ERP001718,8490_5#15,25961941,-17.713371,178.065032
8490_5_18_FijMDUST18_2011,2011,Fiji,1,MDUST18,Unknown,ERR213236,ERP001718,8490_5#18,25961941,-17.713371,178.065032
8490_5_17_FijMDUST17_2011,2011,Fiji,1,MDUST17,Unknown,ERR213235,ERP001718,8490_5#17,25961941,-17.713371,178.065032
8490_5_19_FijMDUST19_2011,2011,Fiji,1,MDUST19,Unknown,ERR213237,ERP001718,8490_5#19,25961941,-17.713371,178.065032
8490_5_21_FijMDUST21_2011,2011,Fiji,1,MDUST21,Unknown,ERR213239,ERP001718,8490_5#21,25961941,-17.713371,178.065032
8490_5_22_FijMDUST22_2011,2011,Fiji,1,MDUST22,Unknown,ERR213240,ERP001718,8490_5#22,25961941,-17.713371,178.065032
8490_5_25_FijMDUST25_2011,2011,Fiji,1,MDUST25,Unknown,ERR213243,ERP001718,8490_5#25,25961941,-17.713371,178.065032
8490_5_24_FijMDUST24_2011,2011,Fiji,1,MDUST24,Unknown,ERR213242,ERP001718,8490_5#24,25961941,-17.713371,178.065032
8490_5_23_FijMDUST23_2011,2011,Fiji,1,MDUST23,Unknown,ERR213241,ERP001718,8490_5#23,25961941,-17.713371,178.065032
8490_5_20_FijMDUST20_2011,2011,Fiji,1,MDUST20,Unknown,ERR213238,ERP001718,8490_5#20,25961941,-17.713371,178.065032
8490_5_26_FijMDUST26_2011,2011,Fiji,1,MDUST26,Unknown,ERR213244,ERP001718,8490_5#26,25961941,-17.713371,178.065032
8490_5_27_FijMDUST27_2011,2011,Fiji,1,MDUST27,Unknown,ERR213245,ERP001718,8490_5#27,25961941,-17.713371,178.065032
8490_5_30_FijMDUST30_2009,2009,Fiji,1,MDUST30,Stool,ERR213248,ERP001718,8490_5#30,25961941,-17.713371,178.065032
8490_5_31_FijMDUST31_2000,2000,Fiji,1,MDUST31,Blood,ERR213249,ERP001718,8490_5#31,25961941,-17.713371,178.065032
8490_5_28_FijMDUST28_2011,2011,Fiji,1,MDUST28,Unknown,ERR213246,ERP001718,8490_5#28,25961941,-17.713371,178.065032
8490_5_33_FijMDUST33_1997,1997,Fiji,1,MDUST33,Stool,ERR213251,ERP001718,8490_5#33,25961941,-17.713371,178.065032
8490_5_29_FijMDUST29_2011,2011,Fiji,1,MDUST29,Unknown,ERR213247,ERP001718,8490_5#29,25961941,-17.713371,178.065032
8490_5_32_FijMDUST32_2000,2000,Fiji,1,MDUST32,Blood,ERR213250,ERP001718,8490_5#32,25961941,-17.713371,178.065032
8490_5_34_FijMDUST34_1997,1997,Fiji,1,MDUST34,Pus,ERR213252,ERP001718,8490_5#34,25961941,-17.713371,178.065032
8490_5_35_FijMDUST35_1996,1996,Fiji,1,MDUST35,Blood,ERR213253,ERP001718,8490_5#35,25961941,-17.713371,178.065032
8490_5_36_FijMDUST36_1996,1996,Fiji,1,MDUST36,Stool,ERR213254,ERP001718,8490_5#36,25961941,-17.713371,178.065032
8490_6_37_FijMDUST37_1996,1996,Fiji,1,MDUST37,Stool,ERR213255,ERP001718,8490_6#37,25961941,-17.713371,178.065032
8490_6_38_FijMDUST38_1996,1996,Fiji,1,MDUST38,Stool,ERR213256,ERP001718,8490_6#38,25961941,-17.713371,178.065032
8490_6_39_FijMDUST39_1996,1996,Fiji,1,MDUST39,Stool,ERR213257,ERP001718,8490_6#39,25961941,-17.713371,178.065032
8490_6_40_FijMDUST40_1996,1996,Fiji,1,MDUST40,Stool,ERR213258,ERP001718,8490_6#40,25961941,-17.713371,178.065032
8490_6_44_FijMDUST44_1996,1996,Fiji,1,MDUST44,Blood,ERR213262,ERP001718,8490_6#44,25961941,-17.713371,178.065032
8490_6_42_FijMDUST42_1996,1996,Fiji,1,MDUST42,Blood,ERR213260,ERP001718,8490_6#42,25961941,-17.713371,178.065032
8490_6_43_FijMDUST43_1996,1996,Fiji,1,MDUST43,Blood,ERR213261,ERP001718,8490_6#43,25961941,-17.713371,178.065032
8490_6_41_FijMDUST41_1996,1996,Fiji,1,MDUST41,Blood,ERR213259,ERP001718,8490_6#41,25961941,-17.713371,178.065032
8490_6_45_FijMDUST45_1996,1996,Fiji,1,MDUST45,Blood,ERR213263,ERP001718,8490_6#45,25961941,-17.713371,178.065032
8490_6_48_FijMDUST48_1996,1996,Fiji,1,MDUST48,Stool,ERR213266,ERP001718,8490_6#48,25961941,-17.713371,178.065032
8490_6_49_FijMDUST49_1996,1996,Fiji,1,MDUST49,Stool,ERR213267,ERP001718,8490_6#49,25961941,-17.713371,178.065032
8490_6_46_FijMDUST46_1996,1996,Fiji,1,MDUST46,Blood,ERR213264,ERP001718,8490_6#46,25961941,-17.713371,178.065032
8490_6_50_FijMDUST50_1996,1996,Fiji,1,MDUST50,Stool,ERR213268,ERP001718,8490_6#50,25961941,-17.713371,178.065032
8490_6_47_FijMDUST47_1996,1996,Fiji,1,MDUST47,Blood,ERR213265,ERP001718,8490_6#47,25961941,-17.713371,178.065032
8490_6_51_FijMDUST51_1995,1995,Fiji,1,MDUST51,Stool,ERR213269,ERP001718,8490_6#51,25961941,-17.713371,178.065032
8490_6_52_FijMDUST52_1995,1995,Fiji,1,MDUST52,Stool,ERR213270,ERP001718,8490_6#52,25961941,-17.713371,178.065032
8490_6_55_FijMDUST55_1995,1995,Fiji,1,MDUST55,Blood,ERR213273,ERP001718,8490_6#55,25961941,-17.713371,178.065032
8490_6_53_FijMDUST53_1995,1995,Fiji,1,MDUST53,Stool,ERR213271,ERP001718,8490_6#53,25961941,-17.713371,178.065032
8490_6_54_FijMDUST54_1995,1995,Fiji,1,MDUST54,Stool,ERR213272,ERP001718,8490_6#54,25961941,-17.713371,178.065032
8490_6_56_FijMDUST56_1994,1994,Fiji,1,MDUST56,Stool,ERR213274,ERP001718,8490_6#56,25961941,-17.713371,178.065032
8490_6_59_FijMDUST59_1994,1994,Fiji,1,MDUST59,Stool,ERR213277,ERP001718,8490_6#59,25961941,-17.713371,178.065032
8490_6_58_FijMDUST58_1994,1994,Fiji,1,MDUST58,Stool,ERR213276,ERP001718,8490_6#58,25961941,-17.713371,178.065032
8490_6_57_FijMDUST57_1994,1994,Fiji,1,MDUST57,Blood,ERR213275,ERP001718,8490_6#57,25961941,-17.713371,178.065032
8490_6_61_FijMDUST61_1994,1994,Fiji,1,MDUST61,Stool,ERR213279,ERP001718,8490_6#61,25961941,-17.713371,178.065032
8490_6_60_FijMDUST60_1994,1994,Fiji,1,MDUST60,Stool,ERR213278,ERP001718,8490_6#60,25961941,-17.713371,178.065032
8490_6_62_FijMDUST62_1994,1994,Fiji,1,MDUST62,Blood,ERR213280,ERP001718,8490_6#62,25961941,-17.713371,178.065032
8490_6_63_FijMDUST63_1994,1994,Fiji,1,MDUST63,Stool,ERR213281,ERP001718,8490_6#63,25961941,-17.713371,178.065032
8490_6_64_FijMDUST64_1994,1994,Fiji,1,MDUST64,Stool & Blood,ERR213282,ERP001718,8490_6#64,25961941,-17.713371,178.065032
8490_6_65_FijMDUST65_1994,1994,Fiji,1,MDUST65,Stool,ERR213283,ERP001718,8490_6#65,25961941,-17.713371,178.065032
8490_6_66_FijMDUST66_1994,1994,Fiji,1,MDUST66,Stool,ERR213284,ERP001718,8490_6#66,25961941,-17.713371,178.065032
8490_6_67_FijMDUST67_1994,1994,Fiji,1,MDUST67,Stool,ERR213285,ERP001718,8490_6#67,25961941,-17.713371,178.065032
8490_6_68_FijMDUST68_1994,1994,Fiji,1,MDUST68,Stool,ERR213286,ERP001718,8490_6#68,25961941,-17.713371,178.065032
8490_6_71_FijMDUST71_2008,2008,Fiji,1,MDUST71,Unknown,ERR213289,ERP001718,8490_6#71,25961941,-17.713371,178.065032
8490_6_69_FijMDUST69_1996,1996,Fiji,1,MDUST69,Stool,ERR213287,ERP001718,8490_6#69,25961941,-17.713371,178.065032
8490_6_70_FijMDUST70_2008,2008,Fiji,1,MDUST70,Unknown,ERR213288,ERP001718,8490_6#70,25961941,-17.713371,178.065032
8490_6_72_FijMDUST72_2008,2008,Fiji,1,MDUST72,Unknown,ERR213290,ERP001718,8490_6#72,25961941,-17.713371,178.065032
8525_3_30_KenKe451_2008,2008,Kenya,1,Ke451,Blood,ERR212636,ERP001718,8525_3#30,25961941,-0.023559,37.906193
8525_3_31_KenKe452_2008,2008,Kenya,1,Ke452,Blood,ERR212637,ERP001718,8525_3#31,25961941,-0.023559,37.906193
8525_2_54_KenKe378_2008,2008,Kenya,1,Ke378,Blood,ERR212564,ERP001718,8525_2#54,25961941,-0.023559,37.906193
8525_3_32_KenKe45_2008,2008,Kenya,1,Ke453,Blood,ERR212638,ERP001718,8525_3#32,25961941,-0.023559,37.906193
8525_3_34_KenKe455_2008,2008,Kenya,1,Ke455,Blood,ERR212640,ERP001718,8525_3#34,25961941,-0.023559,37.906193
8525_3_41_KenKe462_2008,2008,Kenya,1,Ke462,Blood,ERR212647,ERP001718,8525_3#41,25961941,-0.023559,37.906193
8525_3_40_KenKe461_2008,2008,Kenya,1,Ke461,Blood,ERR212646,ERP001718,8525_3#40,25961941,-0.023559,37.906193
8525_3_37_KenKe458_2008,2008,Kenya,1,Ke458,Blood,ERR212643,ERP001718,8525_3#37,25961941,-0.023559,37.906193
8525_3_33_KenKe454_2008,2008,Kenya,1,Ke454,Blood,ERR212639,ERP001718,8525_3#33,25961941,-0.023559,37.906193
8525_3_42_KenKe463_2008,2008,Kenya,1,Ke463,Blood,ERR212648,ERP001718,8525_3#42,25961941,-0.023559,37.906193
8525_3_45_KenKe466_2008,2008,Kenya,1,Ke466,Blood,ERR212651,ERP001718,8525_3#45,25961941,-0.023559,37.906193
8525_3_46_KenKe467_2008,2008,Kenya,1,Ke467,Blood,ERR212652,ERP001718,8525_3#46,25961941,-0.023559,37.906193
8525_3_51_KenKe472_2008,2008,Kenya,1,Ke472,Blood,ERR212657,ERP001718,8525_3#51,25961941,-0.023559,37.906193
8525_3_47_KenKe468_2008,2008,Kenya,1,Ke468,Blood,ERR212653,ERP001718,8525_3#47,25961941,-0.023559,37.906193
8525_3_49_KenKe470_2008,2008,Kenya,1,Ke470,Blood,ERR212655,ERP001718,8525_3#49,25961941,-0.023559,37.906193
8525_3_53_KenKe474_2008,2008,Kenya,1,Ke474,Blood,ERR212659,ERP001718,8525_3#53,25961941,-0.023559,37.906193
8525_3_48_KenKe469_2008,2008,Kenya,1,Ke469,Blood,ERR212654,ERP001718,8525_3#48,25961941,-0.023559,37.906193
8525_3_54_KenKe475_2008,2008,Kenya,1,Ke475,Blood,ERR212660,ERP001718,8525_3#54,25961941,-0.023559,37.906193
8525_3_55_KenKe476_2008,2008,Kenya,1,Ke476,Blood,ERR212661,ERP001718,8525_3#55,25961941,-0.023559,37.906193
8525_3_59_KenKe480_2008,2008,Kenya,1,Ke480,Blood,ERR212665,ERP001718,8525_3#59,25961941,-0.023559,37.906193
8525_3_56_KenKe477_2008,2008,Kenya,1,Ke477,Blood,ERR212662,ERP001718,8525_3#56,25961941,-0.023559,37.906193
8525_3_71_KenKe492_2001,2001,Kenya,1,Ke492,Blood,ERR212677,ERP001718,8525_3#71,25961941,-0.023559,37.906193
8525_3_58_KenKe479_2008,2008,Kenya,1,Ke479,Blood,ERR212664,ERP001718,8525_3#58,25961941,-0.023559,37.906193
8525_3_61_KenKe482_2008,2008,Kenya,1,Ke482,Blood,ERR212667,ERP001718,8525_3#61,25961941,-0.023559,37.906193
8525_3_60_KenKe481_2008,2008,Kenya,1,Ke481,Blood,ERR212666,ERP001718,8525_3#60,25961941,-0.023559,37.906193
8616_4_37_IndBCR43_2009,2009,India,1,BCR43,Blood,ERR420413,ERP001718,8616_4#37,25961941,20.593684,78.96288
8615_4_29_KenKe062_2004,2004,Kenya,1,Ke062,Blood,ERR217406,ERP001718,8615_4#29,25961941,-0.023559,37.906193
8616_4_38_IndBCR48_2009,2009,India,1,BCR48,Blood,ERR420414,ERP001718,8616_4#38,25961941,20.593684,78.96288
8616_4_41_IndBCR62_2009,2009,India,1,BCR62,Blood,ERR420417,ERP001718,8616_4#41,25961941,20.593684,78.96288
8616_4_39_IndBCR49_2009,2009,India,1,BCR49,Blood,ERR420415,ERP001718,8616_4#39,25961941,20.593684,78.96288
8616_4_40_IndBCR52_2009,2009,India,1,BCR52,Blood,ERR420416,ERP001718,8616_4#40,25961941,20.593684,78.96288
