NAME,DATE,COUNTRY,ACCURACY,STRAIN,SOURCE,ACCESSION,STUDY ACCESSION,SANGER LANE,PMID,LATITUDE,LONGITUDE
10492_1_16_ChinMDUST154_2011,2011,China,1,MDUST154,Stool,ERR352269,ERP001718,10492_1#16,25961941,35.86166,104.195397
10492_1_18_IndMDUST161_2011,2011,India,1,MDUST161,Blood,ERR352271,ERP001718,10492_1#18,25961941,20.593684,78.96288
10492_1_19_IndMDUST166_2011,2011,India,1,MDUST166,Blood,ERR352272,ERP001718,10492_1#19,25961941,20.593684,78.96288
10492_1_21_IndMDUST182_2011,2011,India,1,MDUST182,Blood,ERR352274,ERP001718,10492_1#21,25961941,20.593684,78.96288
10492_1_23_UnkMDUST187_2011,2011,Unknown,,MDUST187,Blood,ERR352276,ERP001718,10492_1#23,25961941,,
10492_1_22_IndMDUST185_2011,2011,India,1,MDUST185,Blood,ERR352275,ERP001718,10492_1#22,25961941,20.593684,78.96288
10492_1_20_IndMDUST169_2011,2011,India,1,MDUST169,Blood,ERR352273,ERP001718,10492_1#20,25961941,20.593684,78.96288
10492_1_24_BanMDUST196_2011,2011,Bangladesh,1,MDUST196,Blood,ERR352277,ERP001718,10492_1#24,25961941,23.684994,90.356331
10492_1_25_IndMDUST197_2010,2010,India,1,MDUST197,Blood,ERR352278,ERP001718,10492_1#25,25961941,20.593684,78.96288
10492_1_26_BurMDUST198_2010,2010,Myanmar,1,MDUST198,Blood,ERR352279,ERP001718,10492_1#26,25961941,21.913965,95.956223
10492_1_28_IndMDUST200_2011,2011,India,1,MDUST200,Blood,ERR352281,ERP001718,10492_1#28,25961941,20.593684,78.96288
10492_1_27_IndMDUST199_2011,2011,India,1,MDUST199,Blood,ERR352280,ERP001718,10492_1#27,25961941,20.593684,78.96288
10492_1_29_IndoMDUST206_2010,2010,Indonesia,1,MDUST206,Blood,ERR352282,ERP001718,10492_1#29,25961941,-0.789275,113.921327
10492_1_32_IndMDUST217_2011,2011,India,1,MDUST217,Blood,ERR352285,ERP001718,10492_1#32,25961941,20.593684,78.96288
10492_1_31_IndMDUST216_2011,2011,India,1,MDUST216,Blood,ERR352284,ERP001718,10492_1#31,25961941,20.593684,78.96288
10492_1_33_UnkMDUST223_2011,2011,Unknown,,MDUST223,Blood,ERR352286,ERP001718,10492_1#33,25961941,,
10492_1_30_IndMDUST211_2011,2011,India,1,MDUST211,Blood,ERR352283,ERP001718,10492_1#30,25961941,20.593684,78.96288
10492_1_34_PNGMDUST226_2010,2010,Papua New Guinea,1,MDUST226,Blood,ERR352287,ERP001718,10492_1#34,25961941,-6.314993,143.95555
10492_1_35_PNGMDUST229_2010,2010,Papua New Guinea,1,MDUST229,Blood,ERR352288,ERP001718,10492_1#35,25961941,-6.314993,143.95555
10492_1_36_LebMDUST231_2010,2010,Lebanon,1,MDUST231,Blood,ERR352289,ERP001718,10492_1#36,25961941,33.854721,35.862285
10492_1_37_BanMDUST234_2010,2010,Bangladesh,1,MDUST234,Blood,ERR352290,ERP001718,10492_1#37,25961941,23.684994,90.356331
10492_1_39_UnkMDUST239_2011,2011,Unknown,,MDUST239,Blood,ERR352292,ERP001718,10492_1#39,25961941,,
10492_1_41_IndMDUST242_2011,2011,India,1,MDUST242,Blood,ERR352294,ERP001718,10492_1#41,25961941,20.593684,78.96288
10492_1_43_IndMDUST248_2011,2011,India,1,MDUST248,Blood,ERR352296,ERP001718,10492_1#43,25961941,20.593684,78.96288
10492_1_42_IndMDUST243_2011,2011,India,1,MDUST243,Blood,ERR352295,ERP001718,10492_1#42,25961941,20.593684,78.96288
10492_1_38_NepMDUST237_2010,2010,Nepal,1,MDUST237,Stool,ERR352291,ERP001718,10492_1#38,25961941,28.394857,84.124008
10492_1_40_BanMDUST241_2010,2010,Bangladesh,1,MDUST241,Blood,ERR352293,ERP001718,10492_1#40,25961941,23.684994,90.356331
10492_1_44_IndMDUST249_2011,2011,India,1,MDUST249,Blood,ERR352297,ERP001718,10492_1#44,25961941,20.593684,78.96288
10492_1_47_PNGMDUST255_2010,2010,Papua New Guinea,1,MDUST255,Blood,ERR352300,ERP001718,10492_1#47,25961941,-6.314993,143.95555
10492_1_48_PNGMDUST256_2010,2010,Papua New Guinea,1,MDUST256,Blood,ERR352301,ERP001718,10492_1#48,25961941,-6.314993,143.95555
10492_1_45_BanMDUST252_2010,2010,Bangladesh,1,MDUST252,Blood,ERR352298,ERP001718,10492_1#45,25961941,23.684994,90.356331
10492_1_49_IndoMDUST257_2010,2010,Indonesia,1,MDUST257,Blood,ERR352302,ERP001718,10492_1#49,25961941,-0.789275,113.921327
10492_1_50_BanMDUST258_2010,2010,Bangladesh,1,MDUST258,Stool,ERR352303,ERP001718,10492_1#50,25961941,23.684994,90.356331
10492_1_52_UnkMDUST265_2011,2011,Unknown,,MDUST265,Blood,ERR352305,ERP001718,10492_1#52,25961941,,
10492_1_51_BanMDUST259_2010,2010,Bangladesh,1,MDUST259,Blood,ERR352304,ERP001718,10492_1#51,25961941,23.684994,90.356331
10492_1_46_IndoMDUST253_2010,2010,Indonesia,1,MDUST253,Blood,ERR352299,ERP001718,10492_1#46,25961941,-0.789275,113.921327
10492_1_53_IndMDUST267_2011,2011,India,1,MDUST267,Blood,ERR352306,ERP001718,10492_1#53,25961941,20.593684,78.96288
10492_1_54_PakMDUST269_2011,2011,Pakistan,1,MDUST269,Blood,ERR352307,ERP001718,10492_1#54,25961941,30.375321,69.345116
10492_1_55_BanMDUST270_2011,2011,Bangladesh,1,MDUST270,Stool,ERR352308,ERP001718,10492_1#55,25961941,23.684994,90.356331
10492_1_57_IndoMDUST295_2010,2010,Indonesia,1,MDUST295,Blood,ERR352310,ERP001718,10492_1#57,25961941,-0.789275,113.921327
10492_1_58_FijMDUST310_1991,1991,Fiji,1,MDUST310,Stool,ERR352311,ERP001718,10492_1#58,25961941,-17.713371,178.065032
10492_1_56_PNGMDUST274_1996,1996,Papua New Guinea,1,MDUST274,Blood,ERR352309,ERP001718,10492_1#56,25961941,-6.314993,143.95555
10492_1_60_FijMDUST326_1992,1992,Fiji,1,MDUST326,Stool,ERR352313,ERP001718,10492_1#60,25961941,-17.713371,178.065032
10492_1_59_FijMDUST319_1983,1983,Fiji,1,MDUST319,Blood,ERR352312,ERP001718,10492_1#59,25961941,-17.713371,178.065032
10492_1_63_FijMDUST337_1984,1984,Fiji,1,MDUST337,Blood,ERR352316,ERP001718,10492_1#63,25961941,-17.713371,178.065032
10492_1_61_PNGMDUST328_1992,1992,Papua New Guinea,1,MDUST328,Blood,ERR352314,ERP001718,10492_1#61,25961941,-6.314993,143.95555
10492_1_62_FijMDUST335_1993,1993,Fiji,1,MDUST335,Stool,ERR352315,ERP001718,10492_1#62,25961941,-17.713371,178.065032
10492_1_64_FijMDUST354_1993,1993,Fiji,1,MDUST354,Blood,ERR352317,ERP001718,10492_1#64,25961941,-17.713371,178.065032
10492_1_67_PNGMDUST362_1998,1998,Papua New Guinea,1,MDUST362,Blood,ERR352320,ERP001718,10492_1#67,25961941,-6.314993,143.95555
10492_1_66_PNGMDUST361_1998,1998,Papua New Guinea,1,MDUST361,Stool,ERR352319,ERP001718,10492_1#66,25961941,-6.314993,143.95555
10492_1_65_PNGMDUST355_1994,1994,Papua New Guinea,1,MDUST355,Blood,ERR352318,ERP001718,10492_1#65,25961941,-6.314993,143.95555
10492_1_68_PNGMDUST363_1998,1998,Papua New Guinea,1,MDUST363,Blood,ERR352321,ERP001718,10492_1#68,25961941,-6.314993,143.95555
10492_1_72_IndMDUST385_2011,2011,India,1,MDUST385,Blood,ERR352325,ERP001718,10492_1#72,25961941,20.593684,78.96288
10492_1_69_PNGMDUST364_1999,1999,Papua New Guinea,1,MDUST364,Stool,ERR352322,ERP001718,10492_1#69,25961941,-6.314993,143.95555
10492_1_70_IraqMDUST366_2011,2011,Iraq,1,MDUST366,Blood,ERR352323,ERP001718,10492_1#70,25961941,33.223191,43.679291
10492_1_71_IndMDUST382_2011,2011,India,1,MDUST382,Stool,ERR352324,ERP001718,10492_1#71,25961941,20.593684,78.96288
10492_1_73_IraqMDUST386_2011,2011,Iraq,1,MDUST386,Blood,ERR352326,ERP001718,10492_1#73,25961941,33.223191,43.679291
10492_1_74_IndMDUST387_2011,2011,India,1,MDUST387,Blood,ERR352327,ERP001718,10492_1#74,25961941,20.593684,78.96288
10492_1_75_IndMDUST391_2011,2011,India,1,MDUST391,Blood,ERR352328,ERP001718,10492_1#75,25961941,20.593684,78.96288
10492_1_76_IndMDUST393_2011,2011,India,1,MDUST393,Stool,ERR352329,ERP001718,10492_1#76,25961941,20.593684,78.96288
10492_1_77_ElSalvMDUST396_2012,2012,El Salvador,1,MDUST396,Stool,ERR352330,ERP001718,10492_1#77,25961941,13.794185,-88.89653
10492_1_78_IndoMDUST397_2011,2011,Indonesia,1,MDUST397,Blood,ERR352331,ERP001718,10492_1#78,25961941,-0.789275,113.921327
10492_1_79_CamMDUST403_2012,2012,Cambodia,1,MDUST403,Blood,ERR352332,ERP001718,10492_1#79,25961941,12.565679,104.990963
10492_1_80_FijMDUST404_2012,2012,Fiji,1,MDUST404,Blood,ERR352333,ERP001718,10492_1#80,25961941,-17.713371,178.065032
10492_1_84_UnkMDUST411_2011,2011,Unknown,,MDUST411,Blood,ERR352337,ERP001718,10492_1#84,25961941,,
10492_1_81_SamMDUST406_2012,2012,Samoa,1,MDUST406,Blood,ERR352334,ERP001718,10492_1#81,25961941,-13.759029,-172.104629
10492_1_83_IndMDUST410_2011,2011,India,1,MDUST410,Blood,ERR352336,ERP001718,10492_1#83,25961941,20.593684,78.96288
10492_1_82_IndMDUST408_2012,2012,India,1,MDUST408,Blood,ERR352335,ERP001718,10492_1#82,25961941,20.593684,78.96288
10492_1_85_NepMDUST412_2011,2011,Nepal,1,MDUST412,Stool,ERR352338,ERP001718,10492_1#85,25961941,28.394857,84.124008
10492_1_86_PakMDUST418_2011,2011,Pakistan,1,MDUST418,Blood,ERR352339,ERP001718,10492_1#86,25961941,30.375321,69.345116
10493_1_1_LibMDUST108_2007,2007,Liberia,1,MDUST108,Stool,ERR352426,ERP001718,10493_1#1,25961941,6.428055,-9.429499
10493_1_3_LebMDUST113_2009,2009,Lebanon,1,MDUST113,Blood,ERR352428,ERP001718,10493_1#3,25961941,33.854721,35.862285
10493_1_4_SamMDUST116_2009,2009,Samoa,1,MDUST116,Blood,ERR352429,ERP001718,10493_1#4,25961941,-13.759029,-172.104629
10493_1_5_SamMDUST117_2009,2009,Samoa,1,MDUST117,Blood,ERR352430,ERP001718,10493_1#5,25961941,-13.759029,-172.104629
10493_1_2_PNGMDUST109_2007,2007,Papua New Guinea,1,MDUST109,Blood,ERR352427,ERP001718,10493_1#2,25961941,-6.314993,143.95555
10493_1_6_SamMDUST118_2009,2009,Samoa,1,MDUST118,Blood,ERR352431,ERP001718,10493_1#6,25961941,-13.759029,-172.104629
10493_1_9_IndMDUST128_2011,2011,India,1,MDUST128,Blood,ERR352434,ERP001718,10493_1#9,25961941,20.593684,78.96288
10493_1_8_MalayMDUST126_2010,2010,Malaysia,1,MDUST126,Blood,ERR352433,ERP001718,10493_1#8,25961941,4.210484,101.975766
10493_1_11_UnkMDUST131_2011,2011,Unknown,,MDUST131,Blood,ERR352436,ERP001718,10493_1#11,25961941,,
10493_1_7_SamMDUST125_2011,2011,Samoa,1,MDUST125,Blood,ERR352432,ERP001718,10493_1#7,25961941,-13.759029,-172.104629
10493_1_10_PhilMDUST129_2011,2011,Philippines,1,MDUST129,Blood,ERR352435,ERP001718,10493_1#10,25961941,12.879721,121.774017
10493_1_12_SamMDUST132_2011,2011,Samoa,1,MDUST132,Blood,ERR352437,ERP001718,10493_1#12,25961941,-13.759029,-172.104629
10493_1_13_IndMDUST136_2011,2011,India,1,MDUST136,Blood,ERR352438,ERP001718,10493_1#13,25961941,20.593684,78.96288
10493_1_16_IndoMDUST150_2012,2012,Indonesia,1,MDUST150,Blood,ERR352441,ERP001718,10493_1#16,25961941,-0.789275,113.921327
10493_1_15_IndMDUST143_2012,2012,India,1,MDUST143,Stool,ERR352440,ERP001718,10493_1#15,25961941,20.593684,78.96288
10493_1_18_IndMDUST153_2012,2012,India,1,MDUST153,Blood,ERR352443,ERP001718,10493_1#18,25961941,20.593684,78.96288
10493_1_17_AfricaMDUST152_2012,2012,Africa,9,MDUST152,Blood,ERR352442,ERP001718,10493_1#17,25961941,-8.783195,34.508523
10493_1_19_PakMDUST156_2012,2012,Pakistan,1,MDUST156,Blood,ERR352444,ERP001718,10493_1#19,25961941,30.375321,69.345116
10493_1_21_IndMDUST159_2012,2012,India,1,MDUST159,Blood,ERR352446,ERP001718,10493_1#21,25961941,20.593684,78.96288
10493_1_23_IndMDUST163_2011,2011,India,1,MDUST163,Blood,ERR352448,ERP001718,10493_1#23,25961941,20.593684,78.96288
10493_1_14_IndMDUST140_2011,2011,India,1,MDUST140,Blood,ERR352439,ERP001718,10493_1#14,25961941,20.593684,78.96288
10493_1_22_UnkMDUST162_2011,2011,Unknown,,MDUST162,Blood,ERR352447,ERP001718,10493_1#22,25961941,,
10493_1_24_IndMDUST168_2011,2011,India,1,MDUST168,Blood,ERR352449,ERP001718,10493_1#24,25961941,20.593684,78.96288
10493_1_20_NepMDUST157_2012,2012,Nepal,1,MDUST157,Stool,ERR352445,ERP001718,10493_1#20,25961941,28.394857,84.124008
10493_1_26_SriLanMDUST174_2011,2011,Sri Lanka,1,MDUST174,Blood,ERR352451,ERP001718,10493_1#26,25961941,7.873054,80.771797
10493_1_28_UnkMDUST177_2011,2011,Unknown,,MDUST177,Urine,ERR352453,ERP001718,10493_1#28,25961941,,
10493_1_27_PakMDUST175_2011,2011,Pakistan,1,MDUST175,Blood,ERR352452,ERP001718,10493_1#27,25961941,30.375321,69.345116
10493_1_29_IndMDUST179_2011,2011,India,1,MDUST179,Blood,ERR352454,ERP001718,10493_1#29,25961941,20.593684,78.96288
10493_1_30_IndMDUST183_2011,2011,India,1,MDUST183,Blood,ERR352455,ERP001718,10493_1#30,25961941,20.593684,78.96288
10493_1_33_IndMDUST201_2011,2011,India,1,MDUST201,Blood,ERR352458,ERP001718,10493_1#33,25961941,20.593684,78.96288
10493_1_31_IndMDUST184_2011,2011,India,1,MDUST184,Blood,ERR352456,ERP001718,10493_1#31,25961941,20.593684,78.96288
10493_1_34_BanMDUST202_2010,2010,Bangladesh,1,MDUST202,Blood,ERR352459,ERP001718,10493_1#34,25961941,23.684994,90.356331
10493_1_36_BanMDUST204_2010,2010,Bangladesh,1,MDUST204,Blood,ERR352461,ERP001718,10493_1#36,25961941,23.684994,90.356331
10493_1_32_IndMDUST194_2011,2011,India,1,MDUST194,Blood,ERR352457,ERP001718,10493_1#32,25961941,20.593684,78.96288
10493_1_39_IndMDUST214_2011,2011,India,1,MDUST214,Blood,ERR352464,ERP001718,10493_1#39,25961941,20.593684,78.96288
10493_1_38_PakMDUST207_2010,2010,Pakistan,1,MDUST207,Blood,ERR352463,ERP001718,10493_1#38,25961941,30.375321,69.345116
10493_1_35_BanMDUST203_2010,2010,Bangladesh,1,MDUST203,Blood,ERR352460,ERP001718,10493_1#35,25961941,23.684994,90.356331
10493_1_37_BanMDUST205_2010,2010,Bangladesh,1,MDUST205,Blood,ERR352462,ERP001718,10493_1#37,25961941,23.684994,90.356331
10493_1_40_IndMDUST215_2011,2011,India,1,MDUST215,Stool,ERR352465,ERP001718,10493_1#40,25961941,20.593684,78.96288
10493_1_41_IndMDUST220_2011,2011,India,1,MDUST220,Blood,ERR352466,ERP001718,10493_1#41,25961941,20.593684,78.96288
10493_1_43_BanMDUST232_2010,2010,Bangladesh,1,MDUST232,Blood,ERR352468,ERP001718,10493_1#43,25961941,23.684994,90.356331
10493_1_44_VieMDUST235_2010,2010,Vietnam,1,MDUST235,Stool,ERR352469,ERP001718,10493_1#44,25961941,14.058324,108.277199
10493_1_42_IndoMDUST222_2011,2011,Indonesia,1,MDUST222,Blood,ERR352467,ERP001718,10493_1#42,25961941,-0.789275,113.921327
10493_1_46_IndMDUST244_2011,2011,India,1,MDUST244,Blood,ERR352471,ERP001718,10493_1#46,25961941,20.593684,78.96288
10493_1_45_ThaMDUST236_2010,2010,Thailand,1,MDUST236,Blood,ERR352470,ERP001718,10493_1#45,25961941,15.870032,100.992541
10493_1_47_IndoMDUST246_2011,2011,Indonesia,1,MDUST246,Blood,ERR352472,ERP001718,10493_1#47,25961941,-0.789275,113.921327
10493_1_49_UnkMDUST261_2011,2011,Unknown,,MDUST261,Blood,ERR352474,ERP001718,10493_1#49,25961941,,
10493_1_51_PNGMDUST276_1994,1994,Papua New Guinea,1,MDUST276,Stool,ERR352476,ERP001718,10493_1#51,25961941,-6.314993,143.95555
10493_1_48_IndoMDUST250_2010,2010,Indonesia,1,MDUST250,Blood,ERR352473,ERP001718,10493_1#48,25961941,-0.789275,113.921327
10493_1_50_UnkMDUST268_2011,2011,Unknown,,MDUST268,Blood,ERR352475,ERP001718,10493_1#50,25961941,,
10493_1_53_PNGMDUST279_2002,2002,Papua New Guinea,1,MDUST279,Blood,ERR352478,ERP001718,10493_1#53,25961941,-6.314993,143.95555
10493_1_54_SamMDUST282_2004,2004,Samoa,1,MDUST282,Blood,ERR352479,ERP001718,10493_1#54,25961941,-13.759029,-172.104629
10493_1_56_SamMDUST286_2005,2005,Samoa,1,MDUST286,Blood,ERR352481,ERP001718,10493_1#56,25961941,-13.759029,-172.104629
10493_1_52_PNGMDUST278_2001,2001,Papua New Guinea,1,MDUST278,Blood,ERR352477,ERP001718,10493_1#52,25961941,-6.314993,143.95555
10493_1_55_SamMDUST283_2004,2004,Samoa,1,MDUST283,Blood,ERR352480,ERP001718,10493_1#55,25961941,-13.759029,-172.104629
10493_1_58_PNGMDUST288_2007,2007,Papua New Guinea,1,MDUST288,Blood,ERR352483,ERP001718,10493_1#58,25961941,-6.314993,143.95555
10493_1_59_SamMDUST289_2008,2008,Samoa,1,MDUST289,Blood,ERR352484,ERP001718,10493_1#59,25961941,-13.759029,-172.104629
10493_1_57_PNGMDUST287_2007,2007,Papua New Guinea,1,MDUST287,Blood,ERR352482,ERP001718,10493_1#57,25961941,-6.314993,143.95555
10493_1_62_PNGMDUST296_2010,2010,Papua New Guinea,1,MDUST296,Blood,ERR352487,ERP001718,10493_1#62,25961941,-6.314993,143.95555
10493_1_61_SamMDUST292_2008,2008,Samoa,1,MDUST292,Blood,ERR352486,ERP001718,10493_1#61,25961941,-13.759029,-172.104629
10493_1_63_UnkMDUST297_2011,2011,Unknown,,MDUST297,Blood,ERR352488,ERP001718,10493_1#63,25961941,,
10493_1_64_PNGMDUST298_1998,1998,Papua New Guinea,1,MDUST298,Blood,ERR352489,ERP001718,10493_1#64,25961941,-6.314993,143.95555
10493_1_60_SamMDUST291_2008,2008,Samoa,1,MDUST291,Stool,ERR352485,ERP001718,10493_1#60,25961941,-13.759029,-172.104629
10493_1_65_PNGMDUST299_1998,1998,Papua New Guinea,1,MDUST299,Blood,ERR352490,ERP001718,10493_1#65,25961941,-6.314993,143.95555
10493_1_66_PNGMDUST300_1998,1998,Papua New Guinea,1,MDUST300,Stool,ERR352491,ERP001718,10493_1#66,25961941,-6.314993,143.95555
10493_1_70_FijMDUST322_1983,1983,Fiji,1,MDUST322,Blood,ERR352495,ERP001718,10493_1#70,25961941,-17.713371,178.065032
10493_1_67_IndMDUST301_1988,1988,India,1,MDUST301,Stool,ERR352492,ERP001718,10493_1#67,25961941,20.593684,78.96288
10493_1_68_PNGMDUST313_1994,1994,Papua New Guinea,1,MDUST313,Blood,ERR352493,ERP001718,10493_1#68,25961941,-6.314993,143.95555
10493_1_71_PNGMDUST330_1992,1992,Papua New Guinea,1,MDUST330,Blood,ERR352496,ERP001718,10493_1#71,25961941,-6.314993,143.95555
10493_1_69_FijMDUST321_1983,1983,Fiji,1,MDUST321,Blood,ERR352494,ERP001718,10493_1#69,25961941,-17.713371,178.065032
10493_1_72_PNGMDUST331_1992,1992,Papua New Guinea,1,MDUST331,Blood,ERR352497,ERP001718,10493_1#72,25961941,-6.314993,143.95555
10493_1_73_FijMDUST336_1993,1993,Fiji,1,MDUST336,Stool,ERR352498,ERP001718,10493_1#73,25961941,-17.713371,178.065032
10493_1_75_PNGMDUST348_1985,1985,Papua New Guinea,1,MDUST348,Unknown,ERR352500,ERP001718,10493_1#75,25961941,-6.314993,143.95555
10493_1_77_FijMDUST352_1986,1986,Fiji,1,MDUST352,Blood,ERR352502,ERP001718,10493_1#77,25961941,-17.713371,178.065032
10493_1_76_FijMDUST351_1985,1985,Fiji,1,MDUST351,Stool,ERR352501,ERP001718,10493_1#76,25961941,-17.713371,178.065032
10493_1_74_FijMDUST339_1984,1984,Fiji,1,MDUST339,Stool,ERR352499,ERP001718,10493_1#74,25961941,-17.713371,178.065032
10493_1_79_IndMDUST368_2011,2011,India,1,MDUST368,Blood,ERR352504,ERP001718,10493_1#79,25961941,20.593684,78.96288
10493_1_78_PNGMDUST358_1996,1996,Papua New Guinea,1,MDUST358,Stool,ERR352503,ERP001718,10493_1#78,25961941,-6.314993,143.95555
10493_1_80_IndMDUST383_2011,2011,India,1,MDUST383,Blood,ERR352505,ERP001718,10493_1#80,25961941,20.593684,78.96288
10493_1_83_BanMDUST401_2012,2012,Bangladesh,1,MDUST401,Blood,ERR352508,ERP001718,10493_1#83,25961941,23.684994,90.356331
10493_1_81_IndMDUST388_2011,2011,India,1,MDUST388,Blood,ERR352506,ERP001718,10493_1#81,25961941,20.593684,78.96288
10493_1_82_IndoMDUST389_2011,2011,Indonesia,1,MDUST389,Blood,ERR352507,ERP001718,10493_1#82,25961941,-0.789275,113.921327
10493_1_84_AfgMDUST402_2012,2012,Afghanistan,1,MDUST402,Blood,ERR352509,ERP001718,10493_1#84,25961941,33.93911,67.709953
10493_1_85_LebMDUST407_2007,2007,Lebanon,1,MDUST407,Stool,ERR352510,ERP001718,10493_1#85,25961941,33.854721,35.862285
10493_1_86_UnkMDUST415_2012,2012,Unknown,,MDUST415,Blood,ERR352511,ERP001718,10493_1#86,25961941,,
10540_1_4_IndoE03-4983_2003,2003,Indonesia,1,E03-4983,Unknown,"ERR460335 ",ERP001718,10540_1#4,25961941,-0.789275,113.921327
10540_1_2_Con3592_3_2011,2011,Democratic Republic of Congo,1,3592/3,Blood,ERR352599,ERP001718,10540_1#2,25961941,-4.038333,21.758664
10540_1_7_Con3322_3_2011,2011,Democratic Republic of Congo,1,3322/3,Blood,ERR352604,ERP001718,10540_1#7,25961941,-4.038333,21.758664
10540_1_5_Con3306_3_2011,2011,Democratic Republic of Congo,1,3306/3,Blood,ERR352602,ERP001718,10540_1#5,25961941,-4.038333,21.758664
10540_1_8_Viedn51_1995,1995,Vietnam,1,dn51,Blood,ERR352605,ERP001718,10540_1#8,25961941,14.058324,108.277199
10540_1_9_Viedn17_1995,1995,Vietnam,1,dn17,Blood,ERR352606,ERP001718,10540_1#9,25961941,14.058324,108.277199
10540_1_11_Viedtc84_1994,1994,Vietnam,1,dtc84,Blood,ERR352608,ERP001718,10540_1#11,25961941,14.058324,108.277199
10540_1_14_Viedtc81_1994,1994,Vietnam,1,dtc81,Blood,ERR352611,ERP001718,10540_1#14,25961941,14.058324,108.277199
10540_1_12_Viedn126_1996,1996,Vietnam,1,dn126,Blood,ERR352609,ERP001718,10540_1#12,25961941,14.058324,108.277199
10540_1_10_Viedn40_1995,1995,Vietnam,1,dn40,Blood,ERR352607,ERP001718,10540_1#10,25961941,14.058324,108.277199
10540_1_17_Viedtc76_1994,1994,Vietnam,1,dtc76,Blood,ERR352614,ERP001718,10540_1#17,25961941,14.058324,108.277199
10540_1_15_Viedn192_1996,1996,Vietnam,1,dn192,Blood,ERR352612,ERP001718,10540_1#15,25961941,14.058324,108.277199
10540_1_16_Viedn152_1996,1996,Vietnam,1,dn152,Blood,ERR352613,ERP001718,10540_1#16,25961941,14.058324,108.277199
10540_1_18_Viedn95_1995,1995,Vietnam,1,dn95,Blood,ERR352615,ERP001718,10540_1#18,25961941,14.058324,108.277199
10540_1_20_Viedtc109_1994,1994,Vietnam,1,dtc109,Blood,ERR352617,ERP001718,10540_1#20,25961941,14.058324,108.277199
10540_1_22_Viedn122_1996,1996,Vietnam,1,dn122,Blood,ERR352619,ERP001718,10540_1#22,25961941,14.058324,108.277199
10540_1_19_Viedn182_1996,1996,Vietnam,1,dn182,Blood,ERR352616,ERP001718,10540_1#19,25961941,14.058324,108.277199
10540_1_21_Viedn38_1995,1995,Vietnam,1,dn38,Blood,ERR352618,ERP001718,10540_1#21,25961941,14.058324,108.277199
10540_1_23_Viedn154_1996,1996,Vietnam,1,dn154,Blood,ERR352620,ERP001718,10540_1#23,25961941,14.058324,108.277199
10540_1_26_Viedn174_1996,1996,Vietnam,1,dn174,Blood,ERR352623,ERP001718,10540_1#26,25961941,14.058324,108.277199
10540_1_24_Viedn67_1995,1995,Vietnam,1,dn67,Blood,ERR352621,ERP001718,10540_1#24,25961941,14.058324,108.277199
10540_1_27_Viedn145_1996,1996,Vietnam,1,dn145,Blood,ERR352624,ERP001718,10540_1#27,25961941,14.058324,108.277199
10540_1_29_Viedtc115_1995,1995,Vietnam,1,dtc115,Blood,ERR352626,ERP001718,10540_1#29,25961941,14.058324,108.277199
10540_1_28_Viedn56_1995,1995,Vietnam,1,dn56,Blood,ERR352625,ERP001718,10540_1#28,25961941,14.058324,108.277199
10540_1_30_Viedn113_1996,1996,Vietnam,1,dn113,Blood,ERR352627,ERP001718,10540_1#30,25961941,14.058324,108.277199
10540_1_31_Viedn26_1995,1995,Vietnam,1,dn26,Blood,ERR352628,ERP001718,10540_1#31,25961941,14.058324,108.277199
10540_1_32_Viedn137_1996,1996,Vietnam,1,dn137,Blood,ERR352629,ERP001718,10540_1#32,25961941,14.058324,108.277199
10540_1_34_Viedn178_1996,1996,Vietnam,1,dn178,Blood,ERR352631,ERP001718,10540_1#34,25961941,14.058324,108.277199
10540_1_35_Viedn22_1995,1995,Vietnam,1,dn22,Blood,ERR352632,ERP001718,10540_1#35,25961941,14.058324,108.277199
10540_1_36_Viedn89_1995,1995,Vietnam,1,dn89,Blood,ERR352633,ERP001718,10540_1#36,25961941,14.058324,108.277199
10540_1_39_Viedn21_1995,1995,Vietnam,1,dn21,Blood,ERR352636,ERP001718,10540_1#39,25961941,14.058324,108.277199
10540_1_41_Viedn148_1996,1996,Vietnam,1,dn148,Blood,ERR352638,ERP001718,10540_1#41,25961941,14.058324,108.277199
10540_1_40_Viedn176_1996,1996,Vietnam,1,dn176,Blood,ERR352637,ERP001718,10540_1#40,25961941,14.058324,108.277199
10540_1_38_Viedtc80_1994,1994,Vietnam,1,dtc80,Blood,ERR352635,ERP001718,10540_1#38,25961941,14.058324,108.277199
10540_1_44_Viedtc57_1994,1994,Vietnam,1,dtc57,Blood,ERR352641,ERP001718,10540_1#44,25961941,14.058324,108.277199
10540_1_42_Viedn149_1996,1996,Vietnam,1,dn149,Blood,ERR352639,ERP001718,10540_1#42,25961941,14.058324,108.277199
10540_1_43_Viedn123_1996,1996,Vietnam,1,dn123,Blood,ERR352640,ERP001718,10540_1#43,25961941,14.058324,108.277199
10540_1_46_Viety3-201_1997,1997,Vietnam,1,ty3-201,Blood,ERR352643,ERP001718,10540_1#46,25961941,14.058324,108.277199
10540_1_45_Viedtc90_1994,1994,Vietnam,1,dtc90,Blood,ERR352642,ERP001718,10540_1#45,25961941,14.058324,108.277199
10540_1_47_Viety3-224_1997,1997,Vietnam,1,ty3-224,Blood,ERR352644,ERP001718,10540_1#47,25961941,14.058324,108.277199
10540_1_49_Viety3-202_1997,1997,Vietnam,1,ty3-202,Blood,ERR352646,ERP001718,10540_1#49,25961941,14.058324,108.277199
